0.000000000000000, 0.000000000000000000
3.000000000000007, 0.008948071935282229
6.000000000000007, 0.01848751510161508
9, 0.03302379642502369
12.000000000000007, 0.043053114493751606
15, 0.05785537730447154
18, 0.05666485820320599
21.000000000000007, 0.04868723266977558
24, 0.05002344227029738
27, 0.05601083248115534
30, 0.04204026101160296
33, 0.041055855315558276
36, 0.029100323214719545
39.000000000000014, 0.02916574216272455
42.000000000000014, 0.02275044940534239
45.000000000000014, 0.01934963080662082
48, 0.01995764665114881
51.000000000000014, 0.018547045535912687
53.999999999999986, 0.017389511129657614
57, 0.019016002777837354
60, 0.013016040559474362
63, 0.014583377164519115
65.99999999999999, 0.015175061625497942
69.00000000000001, 0.01146277402523016
71.99999999999999, 0.014007780809131273
75, 0.013740768616578594
78.00000000000003, 0.013100927210779795
81.00000000000001, 0.014855351075723125
84.00000000000001, 0.010571113621315575
87, 0.011210164856938487
90, 0.012192939066930655
93, 0.011132210967816344
96, 0.011494971548853372
99, 0.009818709689582775
102, 0.008658247509248734
105, 0.01075816355314678
108, 0.009485833859505619
111, 0.007607783929508782
114, 0.012466372215526725
117.00000000000003, 0.009511480216076243
120, 0.009991489407101803
123.00000000000003, 0.008481655462505053
126, 0.0061892647248088795
129, 0.007414489031530205
132.00000000000003, 0.00888150645496169
135, 0.00707980241776221
138.00000000000003, 0.008614690159148425
141, 0.00674574530168405
144.00000000000003, 0.00790890560211939
147, 0.007030447082160066
150.00000000000003, 0.005289320803971695
152.99999999999997, 0.0062788306071793615
156.00000000000003, 0.007614360428302977
159, 0.006714262299105878
162, 0.005662805187611961
165.00000000000003, 0.004632966660296389
168.00000000000003, 0.005156687868430529
171.00000000000003, 0.005822719721101197
174.00000000000003, 0.005802484841688257
177.00000000000003, 0.0052619216152015175
180, 0.004206800510125203
182.99999999999997, 0.0033322647378250664
186, 0.00473806981591017
188.99999999999997, 0.004594403014000534
192, 0.00427821271312491
195.00000000000006, 0.0044582284565155145
198, 0.0047293038219922146
201, 0.00523556430278975
204.00000000000003, 0.005944572098797146
207.00000000000003, 0.004441784747492544
210, 0.004735491285679294
213.00000000000003, 0.0037877965403988884
216.00000000000009, 0.0028714291851160006
219.00000000000003, 0.003790175210188665
222.00000000000009, 0.0038445028108055612
224.99999999999997, 0.0035552751187160475
228.00000000000003, 0.0048030565570135325
231.00000000000003, 0.0031641868120536043
233.99999999999997, 0.0032888998991359303
237.00000000000009, 0.002708793522606237
240.00000000000003, 0.0034003114655570127
243.00000000000003, 0.00400725020395816
246.00000000000003, 0.003157928080359182
249.00000000000003, 0.002269778834083802
252.00000000000003, 0.00240782146168865
255.00000000000009, 0.0015675798280009728
258, 0.001991805237012964
261.0000000000001, 0.002007522346382795
264, 0.00160492470402461
267, 0.001353755478799179
270, 0.001266033518126028
273, 0.000995687865834427
276, 0.0009214288626676753
279.0000000000001, 0.0006991772921843414
282.0000000000001, 0.0002794155189910774
285.0000000000001, 0.0008071768323410916
288, 0.000341647539630785
291, 0.00014275327018523076
294.0000000000001, 0.00014324625226316834
297.0000000000001, 0.00017584516421259577
